Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12
04/02/2019,12:54 PM,19,7,59%,N,18mph,33mph,28.79in,0.0in,air,1:00 AM
04/02/2019,1:54 PM,20,6,55%,NNW,13mph,23mph,28.80in,0.0in,air,1:00 AM
04/02/2019,2:54 PM,21,7,55%,N,17mph,0mph,28.79in,0.0in,air,1:00 AM
04/02/2019,3:54 PM,21,7,55%,N,17mph,25mph,28.79in,0.0in,air,1:00 AM
04/02/2019,4:54 PM,20,6,55%,N,15mph,0mph,28.81in,0.0in,air,1:00 AM
04/02/2019,5:54 PM,17,4,56%,N,16mph,0mph,28.83in,0.0in,Cloudy,1:00 AM
04/02/2019,6:54 PM,15,3,59%,NNE,15mph,0mph,28.85in,0.0in,air,1:00 AM
04/02/2019,7:54 PM,14,2,59%,NNE,18mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
04/02/2019,8:54 PM,12,2,64%,N,15mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
04/02/2019,9:54 PM,12,1,61%,N,10mph,0mph,28.87in,0.0in,Cloudy,1:00 AM
04/02/2019,10:54 PM,11,1,64%,NNE,15mph,0mph,28.87in,0.0in,Cloudy,1:00 AM
04/02/2019,11:54 PM,10,1,67%,NNE,12mph,0mph,28.87in,0.0in,Cloudy,1:00 AM
05/02/2019,12:54 AM,10,2,70%,NNE,12mph,0mph,28.87in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
05/02/2019,1:54 AM,9,0,67%,NNE,13mph,0mph,28.84in,0.0in,Cloudy,1:00 AM
05/02/2019,2:54 AM,8,-1,67%,NNE,12mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
05/02/2019,3:54 AM,8,0,70%,NNE,13mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
05/02/2019,4:54 AM,8,0,70%,NNE,14mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
05/02/2019,5:54 AM,8,1,73%,NNE,14mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
05/02/2019,6:54 AM,9,1,70%,NNE,12mph,0mph,28.83in,0.0in,Cloudy,1:00 AM
05/02/2019,7:54 AM,9,1,70%,NNE,14mph,0mph,28.82in,0.0in,Cloudy,1:00 AM
05/02/2019,8:54 AM,9,1,70%,NE,12mph,0mph,28.82in,0.0in,Cloudy,1:00 AM
05/02/2019,9:54 AM,9,2,73%,NE,13mph,0mph,28.81in,0.0in,Cloudy,1:00 AM
05/02/2019,10:54 AM,11,3,70%,NE,7mph,0mph,28.81in,0.0in,Cloudy,1:00 AM
05/02/2019,11:54 AM,11,6,81%,NE,5mph,0mph,28.80in,0.0in,Light Snow,1:00 AM
05/02/2019,12:54 PM,12,7,80%,NNE,6mph,0mph,28.76in,0.0in,Light Snow,1:00 AM
05/02/2019,1:54 PM,13,7,77%,N,8mph,0mph,28.73in,0.0in,Light Snow,1:00 AM
05/02/2019,2:54 PM,13,7,77%,NE,7mph,0mph,28.71in,0.0in,Light Snow,1:00 AM
05/02/2019,3:54 PM,13,8,81%,N,6mph,0mph,28.72in,0.0in,Haze,1:00 AM
05/02/2019,4:54 PM,14,8,77%,N,7mph,0mph,28.73in,0.0in,Light Snow,1:00 AM
05/02/2019,5:54 PM,13,8,81%,N,8mph,0mph,28.73in,0.0in,Light Snow,1:00 AM
05/02/2019,6:54 PM,13,8,81%,N,9mph,0mph,28.75in,0.0in,Light Snow,1:00 AM
05/02/2019,7:54 PM,14,7,74%,N,7mph,0mph,28.76in,0.0in,Cloudy,1:00 AM
05/02/2019,8:54 PM,14,7,74%,N,7mph,0mph,28.75in,0.0in,Cloudy,1:00 AM
05/02/2019,9:54 PM,14,7,74%,N,10mph,0mph,28.77in,0.0in,Cloudy,1:00 AM
05/02/2019,10:54 PM,14,6,71%,N,13mph,0mph,28.75in,0.0in,Cloudy,1:00 AM
05/02/2019,11:54 PM,14,6,71%,NNE,7mph,0mph,28.76in,0.0in,Cloudy,1:00 AM
06/02/2019,12:54 AM,14,6,71%,NNE,9mph,0mph,28.75in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
06/02/2019,1:54 AM,14,5,67%,N,9mph,0mph,28.76in,0.0in,Cloudy,1:00 AM
06/02/2019,2:54 AM,14,6,71%,N,17mph,0mph,28.72in,0.0in,Cloudy,1:00 AM
06/02/2019,3:54 AM,14,6,71%,NNE,14mph,0mph,28.71in,0.0in,Cloudy,1:00 AM
06/02/2019,4:54 AM,14,7,74%,NNE,13mph,0mph,28.72in,0.0in,Cloudy,1:00 AM
06/02/2019,5:54 AM,14,8,77%,NNE,12mph,0mph,28.72in,0.0in,Cloudy,1:00 AM
06/02/2019,6:54 AM,14,7,74%,NNE,12mph,0mph,28.75in,0.0in,Cloudy,1:00 AM
06/02/2019,7:54 AM,13,8,81%,N,9mph,0mph,28.76in,0.0in,Light Snow,1:00 AM
06/02/2019,8:54 AM,13,8,81%,NNE,12mph,0mph,28.76in,0.0in,Light Snow,1:00 AM
06/02/2019,9:54 AM,14,8,77%,N,12mph,0mph,28.76in,0.0in,Light Snow,1:00 AM
06/02/2019,10:54 AM,14,9,80%,N,12mph,0mph,28.77in,0.0in,Light Snow,1:00 AM
06/02/2019,11:54 AM,15,9,77%,N,12mph,0mph,28.75in,0.0in,Light Snow,1:00 AM
06/02/2019,12:54 PM,15,9,77%,N,14mph,0mph,28.74in,0.0in,Light Snow,1:00 AM
06/02/2019,1:54 PM,15,10,80%,N,14mph,0mph,28.73in,0.0in,Light Snow,1:00 AM
06/02/2019,2:54 PM,16,11,81%,N,14mph,0mph,28.72in,0.0in,Light Snow,1:00 AM
06/02/2019,3:54 PM,15,10,80%,N,15mph,0mph,28.72in,0.0in,Light Snow,1:00 AM
06/02/2019,4:54 PM,15,10,80%,N,15mph,0mph,28.71in,0.0in,Light Snow,1:00 AM
06/02/2019,5:54 PM,14,10,84%,N,18mph,0mph,28.73in,0.0in,Light Snow,1:00 AM
06/02/2019,6:54 PM,13,9,84%,N,16mph,0mph,28.77in,0.0in,Light Snow,1:00 AM
06/02/2019,7:54 PM,13,8,81%,N,18mph,0mph,28.78in,0.0in,Light Snow,1:00 AM
06/02/2019,8:54 PM,11,6,81%,N,17mph,0mph,28.78in,0.0in,Light Snow,1:00 AM
06/02/2019,9:54 PM,11,5,77%,NNW,17mph,0mph,28.80in,0.0in,Light Snow,1:00 AM
06/02/2019,10:54 PM,10,4,76%,NNW,17mph,30mph,28.75in,0.0in,Light Snow,1:00 AM
06/02/2019,11:54 PM,8,3,80%,NNW,15mph,0mph,28.80in,0.0in,Light Snow,1:00 AM
07/02/2019,12:54 AM,8,1,73%,NNW,23mph,31mph,28.81in,0.0in,Light Snow / Windy,###############################################################################################################################################################################################################################################################
07/02/2019,1:54 AM,7,0,73%,N,21mph,0mph,28.80in,0.0in,Cloudy / Windy,1:00 AM
07/02/2019,2:54 AM,7,0,73%,NNW,21mph,0mph,28.78in,0.0in,Light Snow / Windy,1:00 AM
07/02/2019,3:54 AM,7,0,73%,NNW,22mph,29mph,28.81in,0.0in,Light Snow / Windy,1:00 AM
07/02/2019,4:54 AM,6,0,76%,NNW,15mph,0mph,28.81in,0.0in,Light Snow,1:00 AM
07/02/2019,5:54 AM,6,-1,73%,NNW,22mph,29mph,28.82in,0.0in,Light Snow / Windy,1:00 AM
07/02/2019,6:54 AM,5,-3,70%,NNW,25mph,35mph,28.83in,0.0in,Cloudy / Windy,1:00 AM
07/02/2019,7:54 AM,5,-4,66%,NW,20mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
07/02/2019,8:54 AM,5,-4,66%,NW,20mph,31mph,28.88in,0.0in,Light Snow,1:00 AM
07/02/2019,9:54 AM,6,-5,60%,NW,22mph,35mph,28.89in,0.0in,Cloudy / Windy,1:00 AM
07/02/2019,10:54 AM,8,-5,55%,NW,24mph,38mph,28.90in,0.0in,air / Windy,1:00 AM
07/02/2019,11:54 AM,9,-3,59%,NW,21mph,36mph,28.92in,0.0in,air / Windy,1:00 AM
07/02/2019,12:54 PM,10,-4,53%,NW,23mph,32mph,28.94in,0.0in,Partly Cloudy / Windy,1:00 AM
07/02/2019,1:54 PM,12,-2,53%,WNW,22mph,31mph,28.94in,0.0in,Mostly Cloudy / Windy,1:00 AM
07/02/2019,2:54 PM,13,-3,49%,NW,23mph,35mph,28.95in,0.0in,Mostly Cloudy / Windy,1:00 AM
07/02/2019,3:54 PM,13,-2,51%,NW,20mph,35mph,28.98in,0.0in,Partly Cloudy,1:00 AM
07/02/2019,4:54 PM,11,-4,51%,NW,22mph,33mph,29.01in,0.0in,air / Windy,1:00 AM
07/02/2019,5:54 PM,9,-5,53%,NW,21mph,0mph,29.04in,0.0in,air / Windy,1:00 AM
07/02/2019,6:54 PM,8,-5,55%,NW,15mph,0mph,29.08in,0.0in,air,1:00 AM
07/02/2019,7:54 PM,7,-7,53%,NW,17mph,32mph,29.12in,0.0in,air,1:00 AM
07/02/2019,8:54 PM,6,-6,58%,NW,18mph,28mph,29.14in,0.0in,air,1:00 AM
07/02/2019,9:54 PM,6,-7,55%,NW,15mph,25mph,29.16in,0.0in,air,1:00 AM
07/02/2019,10:54 PM,5,-7,58%,NW,12mph,22mph,29.17in,0.0in,air,1:00 AM
07/02/2019,11:54 PM,4,-7,60%,NW,12mph,0mph,29.19in,0.0in,air,1:00 AM
08/02/2019,12:54 AM,3,-8,60%,WNW,10mph,0mph,29.21in,0.0in,air,###############################################################################################################################################################################################################################################################
08/02/2019,1:54 AM,2,-8,63%,W,10mph,0mph,29.24in,0.0in,air,1:00 AM
08/02/2019,2:54 AM,2,-9,60%,W,8mph,0mph,29.26in,0.0in,air,1:00 AM
08/02/2019,3:54 AM,1,-10,60%,WNW,10mph,0mph,29.28in,0.0in,air,1:00 AM
08/02/2019,4:54 AM,0,-10,63%,W,7mph,0mph,29.30in,0.0in,Cloudy,1:00 AM
08/02/2019,5:54 AM,-1,-11,62%,W,8mph,0mph,29.32in,0.0in,Cloudy,1:00 AM
08/02/2019,6:54 AM,-1,-11,62%,WNW,7mph,0mph,29.34in,0.0in,Cloudy,1:00 AM
08/02/2019,7:54 AM,-1,-11,62%,WNW,7mph,0mph,29.36in,0.0in,Cloudy,1:00 AM
08/02/2019,8:54 AM,2,-11,55%,NW,13mph,0mph,29.37in,0.0in,Cloudy,1:00 AM
08/02/2019,9:54 AM,5,-10,50%,NNW,5mph,0mph,29.39in,0.0in,air,1:00 AM
08/02/2019,10:54 AM,8,-7,50%,CALM,0mph,0mph,29.39in,0.0in,air,1:00 AM
08/02/2019,11:54 AM,11,-6,47%,CALM,0mph,0mph,29.40in,0.0in,air,1:00 AM
08/02/2019,12:54 PM,14,-4,45%,VAR,5mph,0mph,29.39in,0.0in,air,1:00 AM
08/02/2019,1:54 PM,16,-4,41%,CALM,0mph,0mph,29.37in,0.0in,air,1:00 AM
08/02/2019,2:54 PM,19,-2,40%,VAR,3mph,0mph,29.35in,0.0in,air,1:00 AM
08/02/2019,3:54 PM,20,-1,40%,SE,9mph,0mph,29.34in,0.0in,air,1:00 AM
08/02/2019,4:54 PM,19,1,46%,SSE,10mph,0mph,29.34in,0.0in,air,1:00 AM
08/02/2019,5:54 PM,17,1,50%,SE,8mph,0mph,29.33in,0.0in,air,1:00 AM
08/02/2019,6:54 PM,15,4,61%,SE,9mph,0mph,29.36in,0.0in,air,1:00 AM
08/02/2019,7:54 PM,13,3,65%,SE,13mph,0mph,29.39in,0.0in,air,1:00 AM
08/02/2019,8:54 PM,12,2,64%,SE,8mph,0mph,29.39in,0.0in,Cloudy,1:00 AM
08/02/2019,9:54 PM,12,1,61%,ESE,9mph,0mph,29.39in,0.0in,Cloudy,1:00 AM
08/02/2019,10:54 PM,11,1,64%,ESE,8mph,0mph,29.39in,0.0in,Cloudy,1:00 AM
08/02/2019,11:54 PM,11,1,64%,ESE,9mph,0mph,29.38in,0.0in,Cloudy,1:00 AM
09/02/2019,12:54 AM,10,1,67%,ESE,9mph,0mph,29.36in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
09/02/2019,1:54 AM,11,2,67%,SE,7mph,0mph,29.36in,0.0in,Cloudy,1:00 AM
09/02/2019,2:54 AM,12,2,64%,ESE,12mph,0mph,29.34in,0.0in,Cloudy,1:00 AM
09/02/2019,3:54 AM,11,2,67%,SE,13mph,0mph,29.33in,0.0in,Cloudy,1:00 AM
09/02/2019,4:54 AM,11,2,67%,SE,14mph,0mph,29.31in,0.0in,air,1:00 AM
09/02/2019,5:54 AM,12,4,70%,SE,12mph,0mph,29.32in,0.0in,Mostly Cloudy,1:00 AM
09/02/2019,6:54 AM,14,6,71%,SE,14mph,0mph,29.29in,0.0in,Cloudy,1:00 AM
09/02/2019,7:54 AM,14,6,71%,SE,14mph,0mph,29.29in,0.0in,Cloudy,1:00 AM
09/02/2019,8:54 AM,16,7,68%,SE,20mph,29mph,29.28in,0.0in,Cloudy,1:00 AM
09/02/2019,10:54 AM,23,10,58%,SSE,22mph,29mph,29.24in,0.0in,Cloudy / Windy,2:00 AM
09/02/2019,11:54 AM,26,12,55%,SSE,22mph,32mph,29.21in,0.0in,Cloudy / Windy,1:00 AM
09/02/2019,12:54 PM,31,13,47%,SSE,24mph,33mph,29.16in,0.0in,Cloudy / Windy,1:00 AM
09/02/2019,1:54 PM,33,14,46%,SSE,18mph,29mph,29.12in,0.0in,Cloudy,1:00 AM
09/02/2019,2:54 PM,33,13,43%,SSE,23mph,31mph,29.08in,0.0in,Cloudy / Windy,1:00 AM
09/02/2019,3:54 PM,35,15,44%,SSE,15mph,26mph,29.08in,0.0in,Cloudy,1:00 AM
09/02/2019,4:54 PM,32,15,50%,SE,12mph,0mph,29.08in,0.0in,Cloudy,1:00 AM
09/02/2019,5:54 PM,30,15,54%,SE,13mph,0mph,29.07in,0.0in,Cloudy,1:00 AM
09/02/2019,6:54 PM,30,16,56%,ESE,9mph,0mph,29.06in,0.0in,Cloudy,1:00 AM
09/02/2019,7:54 PM,30,16,56%,SE,13mph,0mph,29.06in,0.0in,Cloudy,1:00 AM
09/02/2019,8:54 PM,29,17,61%,SE,15mph,0mph,29.04in,0.0in,Cloudy,1:00 AM
09/02/2019,9:54 PM,28,17,63%,SE,14mph,0mph,29.02in,0.0in,Cloudy,1:00 AM
09/02/2019,10:54 PM,29,18,64%,SE,10mph,0mph,29.02in,0.0in,Cloudy,1:00 AM
09/02/2019,11:54 PM,28,19,69%,SE,10mph,0mph,29.00in,0.0in,Cloudy,1:00 AM
10/02/2019,12:54 AM,29,19,67%,SSE,10mph,0mph,28.97in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
10/02/2019,1:54 AM,29,20,69%,SSE,16mph,0mph,28.94in,0.0in,Cloudy,1:00 AM
10/02/2019,2:54 AM,29,20,69%,SSE,12mph,0mph,28.92in,0.0in,Cloudy,1:00 AM
10/02/2019,3:54 AM,27,22,81%,SE,12mph,0mph,28.88in,0.0in,Light Snow,1:00 AM
10/02/2019,4:54 AM,26,24,92%,SE,10mph,0mph,28.86in,0.0in,Light Snow,1:00 AM
10/02/2019,5:54 AM,27,24,89%,SSE,12mph,0mph,28.84in,0.0in,Wintry Mix,1:00 AM
10/02/2019,6:54 AM,27,26,96%,SSE,7mph,0mph,28.87in,0.0in,Light Snow,1:00 AM
10/02/2019,7:54 AM,27,25,92%,E,9mph,0mph,28.86in,0.0in,Light Snow,1:00 AM
10/02/2019,8:54 AM,27,25,92%,ESE,8mph,0mph,28.86in,0.0in,Light Snow,1:00 AM
10/02/2019,9:54 AM,28,26,92%,ESE,5mph,0mph,28.87in,0.0in,og,1:00 AM
10/02/2019,10:54 AM,28,27,96%,CALM,0mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
10/02/2019,11:54 AM,30,27,88%,CALM,0mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
10/02/2019,12:54 PM,31,28,89%,NNW,3mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
10/02/2019,1:54 PM,31,28,89%,N,5mph,0mph,28.84in,0.0in,Cloudy,1:00 AM
10/02/2019,2:54 PM,31,29,92%,N,6mph,0mph,28.84in,0.0in,Cloudy,1:00 AM
10/02/2019,3:54 PM,32,29,88%,NE,8mph,0mph,28.84in,0.0in,Cloudy,1:00 AM
10/02/2019,4:54 PM,32,28,85%,NE,9mph,0mph,28.84in,0.0in,Cloudy,1:00 AM
10/02/2019,5:54 PM,31,27,85%,ENE,9mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
10/02/2019,6:54 PM,30,26,85%,NNE,9mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
10/02/2019,7:54 PM,30,26,85%,NE,7mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
10/02/2019,8:54 PM,29,26,89%,NE,8mph,0mph,28.87in,0.0in,Cloudy,1:00 AM
10/02/2019,9:54 PM,29,25,85%,ENE,5mph,0mph,28.87in,0.0in,Cloudy,1:00 AM
10/02/2019,10:54 PM,28,24,85%,ENE,8mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
10/02/2019,11:54 PM,28,24,85%,ENE,7mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
11/02/2019,12:54 AM,28,23,81%,E,10mph,0mph,28.84in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
11/02/2019,1:54 AM,27,23,85%,E,12mph,0mph,28.82in,0.0in,Cloudy,1:00 AM
11/02/2019,2:54 AM,27,23,85%,E,7mph,0mph,28.82in,0.0in,Cloudy,1:00 AM
11/02/2019,3:54 AM,27,24,89%,ENE,10mph,0mph,28.76in,0.0in,Cloudy,1:00 AM
11/02/2019,4:54 AM,26,24,92%,E,8mph,0mph,28.74in,0.0in,Cloudy,1:00 AM
11/02/2019,5:54 AM,27,25,92%,ENE,9mph,0mph,28.73in,0.0in,Cloudy,1:00 AM
11/02/2019,6:54 AM,27,25,92%,E,13mph,0mph,28.72in,0.0in,Cloudy,1:00 AM
11/02/2019,7:54 AM,27,25,92%,E,16mph,0mph,28.69in,0.0in,og,1:00 AM
11/02/2019,8:54 AM,27,25,92%,E,14mph,0mph,28.69in,0.0in,og,1:00 AM
11/02/2019,9:54 AM,26,25,96%,ENE,15mph,0mph,28.68in,0.0in,og,1:00 AM
11/02/2019,10:54 AM,26,24,92%,E,16mph,0mph,28.67in,0.0in,og,1:00 AM
11/02/2019,11:54 AM,26,24,92%,E,12mph,0mph,28.65in,0.0in,Light Snow,1:00 AM
11/02/2019,12:54 PM,26,24,92%,ENE,12mph,0mph,28.63in,0.0in,Light Snow,1:00 AM
11/02/2019,1:54 PM,26,23,88%,ENE,12mph,0mph,28.60in,0.0in,Cloudy,1:00 AM
11/02/2019,2:54 PM,26,23,88%,NE,12mph,0mph,28.59in,0.0in,Wintry Mix,1:00 AM
11/02/2019,3:54 PM,27,24,89%,NE,10mph,0mph,28.59in,0.0in,Cloudy,1:00 AM
11/02/2019,4:54 PM,26,24,92%,NE,9mph,0mph,28.60in,0.0in,og,1:00 AM
11/02/2019,5:54 PM,26,24,92%,NNE,9mph,0mph,28.60in,0.0in,og,1:00 AM
11/02/2019,6:54 PM,26,24,92%,N,10mph,0mph,28.61in,0.0in,Light Snow,1:00 AM
11/02/2019,7:54 PM,26,23,88%,N,13mph,0mph,28.63in,0.0in,Cloudy,1:00 AM
11/02/2019,8:54 PM,26,23,88%,N,14mph,0mph,28.64in,0.0in,Cloudy,1:00 AM
11/02/2019,9:54 PM,26,23,88%,NNW,10mph,0mph,28.66in,0.0in,Cloudy,1:00 AM
11/02/2019,10:54 PM,26,23,88%,NNW,9mph,0mph,28.65in,0.0in,Cloudy,1:00 AM
11/02/2019,11:54 PM,26,22,84%,NNW,14mph,0mph,28.66in,0.0in,Cloudy,1:00 AM
12/02/2019,12:54 AM,26,23,88%,NW,9mph,0mph,28.67in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
12/02/2019,1:54 AM,26,23,88%,NW,10mph,0mph,28.67in,0.0in,Cloudy,1:00 AM
12/02/2019,2:54 AM,26,22,84%,NW,13mph,0mph,28.67in,0.0in,Cloudy,1:00 AM
12/02/2019,3:54 AM,28,23,81%,NNW,15mph,0mph,28.68in,0.0in,Cloudy,1:00 AM
12/02/2019,4:54 AM,28,23,81%,NW,12mph,0mph,28.69in,0.0in,Cloudy,1:00 AM
12/02/2019,5:54 AM,25,19,78%,NW,18mph,26mph,28.72in,0.0in,Mostly Cloudy,1:00 AM
12/02/2019,6:54 AM,22,16,78%,NW,14mph,0mph,28.76in,0.0in,air,1:00 AM
12/02/2019,7:54 AM,18,11,74%,NW,14mph,0mph,28.80in,0.0in,air,1:00 AM
12/02/2019,8:54 AM,18,8,65%,NW,16mph,23mph,28.84in,0.0in,air,1:00 AM
12/02/2019,9:54 AM,20,10,65%,NW,14mph,0mph,28.85in,0.0in,air,1:00 AM
12/02/2019,10:54 AM,22,12,66%,NW,15mph,0mph,28.86in,0.0in,air,1:00 AM
12/02/2019,11:54 AM,25,16,69%,WNW,14mph,0mph,28.86in,0.0in,air,1:00 AM
12/02/2019,12:54 PM,29,18,64%,WNW,18mph,25mph,28.85in,0.0in,air,1:00 AM
12/02/2019,1:54 PM,32,20,61%,NW,15mph,23mph,28.85in,0.0in,air,1:00 AM
12/02/2019,2:54 PM,33,21,61%,NNW,15mph,25mph,28.85in,0.0in,air,1:00 AM
12/02/2019,3:54 PM,34,21,59%,WNW,17mph,26mph,28.85in,0.0in,air,1:00 AM
12/02/2019,5:54 PM,31,22,69%,WNW,7mph,0mph,28.87in,0.0in,air,2:00 AM
12/02/2019,6:54 PM,30,21,69%,NW,7mph,0mph,28.88in,0.0in,air,1:00 AM
12/02/2019,7:54 PM,27,20,75%,NW,5mph,0mph,28.89in,0.0in,air,1:00 AM
12/02/2019,8:54 PM,21,17,85%,WSW,3mph,0mph,28.90in,0.0in,air,1:00 AM
12/02/2019,9:54 PM,17,13,84%,N,3mph,0mph,28.91in,0.0in,air,1:00 AM
12/02/2019,10:54 PM,20,17,89%,CALM,0mph,0mph,28.90in,0.0in,air,1:00 AM
12/02/2019,11:54 PM,17,14,88%,NE,3mph,0mph,28.89in,0.0in,air,1:00 AM
13/02/2019,12:54 AM,17,11,77%,E,7mph,0mph,28.90in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
13/02/2019,1:54 AM,15,9,77%,E,5mph,0mph,28.87in,0.0in,Cloudy,1:00 AM
13/02/2019,2:54 AM,15,9,77%,ESE,3mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
13/02/2019,3:54 AM,16,8,71%,E,5mph,0mph,28.85in,0.0in,air,1:00 AM
13/02/2019,4:54 AM,15,7,70%,E,5mph,0mph,28.83in,0.0in,air,1:00 AM
13/02/2019,5:54 AM,15,7,70%,ESE,5mph,0mph,28.79in,0.0in,air,1:00 AM
13/02/2019,6:54 AM,16,7,68%,ESE,5mph,0mph,28.75in,0.0in,Cloudy,1:00 AM
13/02/2019,7:54 AM,17,9,71%,SE,6mph,0mph,28.71in,0.0in,air,1:00 AM
13/02/2019,8:54 AM,20,12,71%,SE,8mph,0mph,28.71in,0.0in,Cloudy,1:00 AM
13/02/2019,9:54 AM,23,14,68%,ESE,6mph,0mph,28.68in,0.0in,Cloudy,1:00 AM
13/02/2019,10:54 AM,30,20,66%,SE,9mph,0mph,28.64in,0.0in,air,1:00 AM
13/02/2019,11:54 AM,35,23,61%,SSE,10mph,0mph,28.61in,0.0in,air,1:00 AM
13/02/2019,12:54 PM,38,26,62%,SSE,10mph,0mph,28.54in,0.0in,Cloudy,1:00 AM
13/02/2019,1:54 PM,41,29,62%,SSE,15mph,0mph,28.49in,0.0in,Cloudy,1:00 AM
13/02/2019,2:54 PM,42,30,62%,SE,10mph,0mph,28.47in,0.0in,air,1:00 AM
13/02/2019,3:54 PM,42,31,65%,SSE,10mph,0mph,28.43in,0.0in,Cloudy,1:00 AM
13/02/2019,4:54 PM,41,31,67%,ESE,8mph,0mph,28.42in,0.0in,Cloudy,1:00 AM
13/02/2019,5:54 PM,36,29,76%,ESE,8mph,0mph,28.38in,0.0in,Cloudy,1:00 AM
13/02/2019,6:54 PM,33,28,82%,SE,7mph,0mph,28.38in,0.0in,Cloudy,1:00 AM
13/02/2019,7:54 PM,33,29,85%,SSE,3mph,0mph,28.37in,0.0in,Cloudy,1:00 AM
13/02/2019,8:54 PM,34,30,85%,SSE,5mph,0mph,28.34in,0.0in,air,1:00 AM
13/02/2019,9:54 PM,35,30,82%,SE,3mph,0mph,28.31in,0.0in,air,1:00 AM
13/02/2019,10:54 PM,31,29,92%,CALM,0mph,0mph,28.29in,0.0in,air,1:00 AM
13/02/2019,11:54 PM,31,29,92%,CALM,0mph,0mph,28.27in,0.0in,air,1:00 AM
14/02/2019,12:54 AM,31,29,92%,SSE,3mph,0mph,28.25in,0.0in,air,###############################################################################################################################################################################################################################################################
14/02/2019,1:54 AM,32,29,88%,CALM,0mph,0mph,28.24in,0.0in,air,1:00 AM
14/02/2019,2:54 AM,31,29,92%,N,3mph,0mph,28.22in,0.0in,Cloudy,1:00 AM
14/02/2019,3:54 AM,28,26,92%,NNW,6mph,0mph,28.22in,0.0in,Cloudy,1:00 AM
14/02/2019,4:54 AM,27,25,92%,N,6mph,0mph,28.22in,0.0in,Cloudy,1:00 AM
14/02/2019,5:54 AM,26,24,92%,CALM,0mph,0mph,28.23in,0.0in,Cloudy,1:00 AM
14/02/2019,6:54 AM,25,24,96%,W,3mph,0mph,28.24in,0.0in,Cloudy,1:00 AM
14/02/2019,7:54 AM,27,24,89%,N,6mph,0mph,28.26in,0.0in,air,1:00 AM
14/02/2019,9:54 AM,29,24,82%,NNW,20mph,30mph,28.39in,0.0in,Cloudy,2:00 AM
14/02/2019,10:54 AM,27,20,75%,NNW,21mph,35mph,28.47in,0.0in,Haze / Windy,1:00 AM
14/02/2019,11:54 AM,24,16,71%,NNW,22mph,31mph,28.53in,0.0in,Cloudy / Windy,1:00 AM
14/02/2019,12:54 PM,26,15,63%,NNW,17mph,30mph,28.55in,0.0in,Cloudy,1:00 AM
14/02/2019,1:54 PM,28,14,56%,N,29mph,41mph,28.57in,0.0in,air / Windy,1:00 AM
14/02/2019,2:54 PM,27,13,56%,N,26mph,36mph,28.61in,0.0in,air / Windy,1:00 AM
14/02/2019,3:54 PM,27,11,51%,N,29mph,38mph,28.64in,0.0in,air / Windy,1:00 AM
14/02/2019,4:54 PM,23,9,55%,NNW,23mph,36mph,28.67in,0.0in,air / Windy,1:00 AM
14/02/2019,5:54 PM,20,7,57%,NNW,17mph,0mph,28.72in,0.0in,Cloudy,1:00 AM
14/02/2019,6:54 PM,19,6,57%,NNW,14mph,0mph,28.78in,0.0in,Cloudy,1:00 AM
14/02/2019,7:54 PM,17,6,62%,NNW,14mph,0mph,28.79in,0.0in,air,1:00 AM
14/02/2019,8:54 PM,15,5,64%,N,16mph,0mph,28.82in,0.0in,Cloudy,1:00 AM
14/02/2019,9:54 PM,13,3,65%,N,14mph,0mph,28.82in,0.0in,Cloudy,1:00 AM
14/02/2019,10:54 PM,11,1,64%,N,12mph,0mph,28.86in,0.0in,Cloudy,1:00 AM
14/02/2019,11:54 PM,11,1,64%,N,16mph,0mph,28.85in,0.0in,Cloudy,1:00 AM
15/02/2019,12:54 AM,10,0,64%,N,15mph,0mph,28.85in,0.0in,Cloudy,###############################################################################################################################################################################################################################################################
15/02/2019,1:54 AM,10,0,64%,N,14mph,0mph,28.82in,0.0in,Cloudy,1:00 AM
15/02/2019,2:54 AM,10,0,64%,NNE,12mph,0mph,28.83in,0.0in,Cloudy,1:00 AM
15/02/2019,3:54 AM,10,0,64%,N,10mph,0mph,28.81in,0.0in,Cloudy,1:00 AM
